39.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,FINEST;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,NONE
22:56:37.0 (9130135)|HEAP_ALLOCATE|[14]|Bytes:4
22:56:37.0 (9132427)|VARIABLE_ASSIGNMENT|[14]|i|9
22:56:37.0 (9136818)|STATEMENT_EXECUTE|[14]
22:56:37.0 (9138631)|HEAP_ALLOCATE|[15]|Bytes:1
22:56:37.0 (9142338)|HEAP_ALLOCATE|[15]|Bytes:1
22:56:37.0 (9145947)|STATEMENT_EXECUTE|[15]
22:56:37.0 (9146998)|HEAP_ALLOCATE|[14]|Bytes:4
22:56:37.0 (9149374)|VARIABLE_ASSIGNMENT|[14]|i|10
22:56:37.0 (9154068)|STATEMENT_EXECUTE|[14]
22:56:37.0 (9155811)|HEAP_ALLOCATE|[15]|Bytes:1
22:56:37.0 (9159471)|HEAP_ALLOCATE|[15]|Bytes:1
22:56:37.0 (9163157)|STATEMENT_EXECUTE|[15]
22:56:37.0 (9164119)|STATEMENT_EXECUTE|[16]
22:56:37.0 (9167209)|METHOD_ENTRY|[16]|01p6A000003fOZX|IndentationCheckerController.addEnter()
22:56:37.0 (9169423)|VARIABLE_SCOPE_BEGIN|[25]|this|IndentationCheckerController|true|false
22:56:37.0 (9181350)|VARIABLE_ASSIGNMENT|[25]|this|{"chars":"0x295b9a41","inputString":"asdfas;dfa{sd","outputString":"\n"}|0x47716be5
22:56:37.0 (9184206)|STATEMENT_EXECUTE|[25]
22:56:37.0 (9185100)|STATEMENT_EXECUTE|[26]
22:56:37.0 (9196112)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x295b9a41","inputString":"asdfas;dfa{sd","outputString":"\n"}|0x47716be5
22:56:37.0 (9202468)|HEAP_ALLOCATE|[26]|Bytes:2
22:56:37.0 (9205203)|METHOD_EXIT|[16]|01p6A000003fOZX|IndentationCheckerController.addEnter()
22:56:37.0 (9216253)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x295b9a41","inputString":"asdfas;dfa{sd","outputString":"\n"}|0x47716be5
22:56:37.0 (9219592)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"\n\n"
22:56:37.0 (9223918)|VARIABLE_ASSIGNMENT|[3]|this.outputString|"\n\n"|0x47716be5
22:56:37.0 (9227395)|HEAP_ALLOCATE|[14]|Bytes:4
22:56:37.0 (9230353)|VARIABLE_ASSIGNMENT|[14]|i|11
22:56:37.0 (9236181)|STATEMENT_EXECUTE|[14]
22:56:37.0 (9238001)|HEAP_ALLOCATE|[15]|Bytes:1
22:56:37.0 (9242528)|HEAP_ALLOCATE|[15]|Bytes:1
22:56:37.0 (9246538)|STATEMENT_EXECUTE|[15]
22:56:37.0 (9247689)|HEAP_ALLOCATE|[14]|Bytes:4
22:56:37.0 (9250143)|VARIABLE_ASSIGNMENT|[14]|i|12
22:56:37.0 (9254644)|STATEMENT_EXECUTE|[14]
22:56:37.0 (9256280)|HEAP_ALLOCATE|[15]|Bytes:1
22:56:37.0 (9260115)|HEAP_ALLOCATE|[15]|Bytes:1
22:56:37.0 (9264171)|STATEMENT_EXECUTE|[15]
22:56:37.0 (9265239)|HEAP_ALLOCATE|[14]|Bytes:4
22:56:37.0 (9267616)|VARIABLE_ASSIGNMENT|[14]|i|13
22:56:37.0 (9272640)|STATEMENT_EXECUTE|[23]
22:56:37.0 (11524262)|SYSTEM_MODE_ENTER|true
22:56:37.0 (12437308)|SYSTEM_MODE_ENTER|true
22:56:37.0 (12767325)|VF_SERIALIZE_VIEWSTATE_BEGIN|0666A000001DsPC
22:56:37.0 (13964826)|VF_SERIALIZE_VIEWSTATE_END
22:56:37.15 (15577103)|CUMULATIVE_LIMIT_USAGE
22:56:37.15 (15577103)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

22:56:37.15 (15577103)|CUMULATIVE_LIMIT_USAGE_END

22:56:37.0 (15608323)|CODE_UNIT_FINISHED|VF: /apex/IndentationChecker
22:56:37.0 (16314063)|EXECUTION_FINISHED
