39.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,FINEST;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,NONE
22:57:24.0 (27769294)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"as"}|0x293dc5d2
22:57:24.0 (27772212)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"asd"
22:57:24.0 (27778709)|VARIABLE_ASSIGNMENT|[3]|this.outputString|"asd"|0x293dc5d2
22:57:24.0 (27783011)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (27788057)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (27791661)|STATEMENT_EXECUTE|[16]
22:57:24.0 (27793160)|HEAP_ALLOCATE|[14]|Bytes:4
22:57:24.0 (27795855)|VARIABLE_ASSIGNMENT|[14]|i|3
22:57:24.0 (27801141)|STATEMENT_EXECUTE|[14]
22:57:24.0 (27802089)|STATEMENT_EXECUTE|[15]
22:57:24.0 (27811907)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asd"}|0x293dc5d2
22:57:24.0 (27816584)|HEAP_ALLOCATE|[15]|Bytes:1
22:57:24.0 (27819351)|HEAP_ALLOCATE|[15]|Bytes:4
22:57:24.0 (27828806)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asd"}|0x293dc5d2
22:57:24.0 (27832020)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"asdf"
22:57:24.0 (27835624)|VARIABLE_ASSIGNMENT|[3]|this.outputString|"asdf"|0x293dc5d2
22:57:24.0 (27839575)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (27844226)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (27847790)|STATEMENT_EXECUTE|[16]
22:57:24.0 (27849071)|HEAP_ALLOCATE|[14]|Bytes:4
22:57:24.0 (27851600)|VARIABLE_ASSIGNMENT|[14]|i|4
22:57:24.0 (27857039)|STATEMENT_EXECUTE|[14]
22:57:24.0 (27857953)|STATEMENT_EXECUTE|[15]
22:57:24.0 (27867147)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdf"}|0x293dc5d2
22:57:24.0 (27872094)|HEAP_ALLOCATE|[15]|Bytes:1
22:57:24.0 (27874740)|HEAP_ALLOCATE|[15]|Bytes:5
22:57:24.0 (27883457)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdf"}|0x293dc5d2
22:57:24.0 (27886317)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"asdfa"
22:57:24.0 (27889493)|VARIABLE_ASSIGNMENT|[3]|this.outputString|"asdfa"|0x293dc5d2
22:57:24.0 (27893370)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (27898078)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (27901966)|STATEMENT_EXECUTE|[16]
22:57:24.0 (27903215)|HEAP_ALLOCATE|[14]|Bytes:4
22:57:24.0 (27905694)|VARIABLE_ASSIGNMENT|[14]|i|5
22:57:24.0 (27910686)|STATEMENT_EXECUTE|[14]
22:57:24.0 (27911666)|STATEMENT_EXECUTE|[15]
22:57:24.0 (27920785)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfa"}|0x293dc5d2
22:57:24.0 (27925303)|HEAP_ALLOCATE|[15]|Bytes:1
22:57:24.0 (27927791)|HEAP_ALLOCATE|[15]|Bytes:6
22:57:24.0 (27936500)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfa"}|0x293dc5d2
22:57:24.0 (27939334)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"asdfas"
22:57:24.0 (27942748)|VARIABLE_ASSIGNMENT|[3]|this.outputString|"asdfas"|0x293dc5d2
22:57:24.0 (27946610)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (27951214)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (27954678)|STATEMENT_EXECUTE|[16]
22:57:24.0 (27955906)|HEAP_ALLOCATE|[14]|Bytes:4
22:57:24.0 (27958359)|VARIABLE_ASSIGNMENT|[14]|i|6
22:57:24.0 (27963646)|STATEMENT_EXECUTE|[14]
22:57:24.0 (27964696)|STATEMENT_EXECUTE|[15]
22:57:24.0 (27973793)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas"}|0x293dc5d2
22:57:24.0 (27978393)|HEAP_ALLOCATE|[15]|Bytes:1
22:57:24.0 (27981074)|HEAP_ALLOCATE|[15]|Bytes:7
22:57:24.0 (27989779)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas"}|0x293dc5d2
22:57:24.0 (27992602)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"asdfas;"
22:57:24.0 (27995905)|VARIABLE_ASSIGNMENT|[3]|this.outputString|"asdfas;"|0x293dc5d2
22:57:24.0 (27999495)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (28004489)|STATEMENT_EXECUTE|[16]
22:57:24.0 (28006175)|STATEMENT_EXECUTE|[17]
22:57:24.0 (28017850)|METHOD_ENTRY|[17]|01p6A000003fOZX|IndentationCheckerController.addEnter()
22:57:24.0 (28027997)|VARIABLE_SCOPE_BEGIN|[26]|this|IndentationCheckerController|true|false
22:57:24.0 (28038057)|VARIABLE_ASSIGNMENT|[26]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;"}|0x293dc5d2
22:57:24.0 (28041365)|STATEMENT_EXECUTE|[26]
22:57:24.0 (28042679)|STATEMENT_EXECUTE|[27]
22:57:24.0 (28056523)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;"}|0x293dc5d2
22:57:24.0 (28062062)|HEAP_ALLOCATE|[27]|Bytes:1
22:57:24.0 (28065560)|HEAP_ALLOCATE|[27]|Bytes:8
22:57:24.0 (28068084)|METHOD_EXIT|[17]|01p6A000003fOZX|IndentationCheckerController.addEnter()
22:57:24.0 (28078610)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;"}|0x293dc5d2
22:57:24.0 (28082533)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"asdfas;\n"
22:57:24.0 (28086101)|VARIABLE_ASSIGNMENT|[3]|this.outputString|"asdfas;\n"|0x293dc5d2
22:57:24.0 (28089578)|HEAP_ALLOCATE|[14]|Bytes:4
22:57:24.0 (28092165)|VARIABLE_ASSIGNMENT|[14]|i|7
22:57:24.0 (28097941)|STATEMENT_EXECUTE|[14]
22:57:24.0 (28099052)|STATEMENT_EXECUTE|[15]
22:57:24.0 (28108341)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\n"}|0x293dc5d2
22:57:24.0 (28113034)|HEAP_ALLOCATE|[15]|Bytes:1
22:57:24.0 (28115818)|HEAP_ALLOCATE|[15]|Bytes:9
22:57:24.0 (28124812)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\n"}|0x293dc5d2
22:57:24.0 (28128020)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"asdfas;\nd"
22:57:24.0 (28131329)|VARIABLE_ASSIGNMENT|[3]|this.outputString|"asdfas;\nd"|0x293dc5d2
22:57:24.0 (28135145)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (28140534)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (28144215)|STATEMENT_EXECUTE|[16]
22:57:24.0 (28145455)|HEAP_ALLOCATE|[14]|Bytes:4
22:57:24.0 (28147977)|VARIABLE_ASSIGNMENT|[14]|i|8
22:57:24.0 (28152825)|STATEMENT_EXECUTE|[14]
22:57:24.0 (28153783)|STATEMENT_EXECUTE|[15]
22:57:24.0 (28163675)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\nd"}|0x293dc5d2
22:57:24.0 (28168470)|HEAP_ALLOCATE|[15]|Bytes:1
22:57:24.0 (28170994)|HEAP_ALLOCATE|[15]|Bytes:10
22:57:24.0 (28180080)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\nd"}|0x293dc5d2
22:57:24.0 (28183153)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"asdfas;\ndf"
22:57:24.0 (28186433)|VARIABLE_ASSIGNMENT|[3]|this.outputString|"asdfas;\ndf"|0x293dc5d2
22:57:24.0 (28190298)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (28194827)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (28198600)|STATEMENT_EXECUTE|[16]
22:57:24.0 (28199982)|HEAP_ALLOCATE|[14]|Bytes:4
22:57:24.0 (28202398)|VARIABLE_ASSIGNMENT|[14]|i|9
22:57:24.0 (28207393)|STATEMENT_EXECUTE|[14]
22:57:24.0 (28208311)|STATEMENT_EXECUTE|[15]
22:57:24.0 (28217564)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\ndf"}|0x293dc5d2
22:57:24.0 (28221934)|HEAP_ALLOCATE|[15]|Bytes:1
22:57:24.0 (28224527)|HEAP_ALLOCATE|[15]|Bytes:11
22:57:24.0 (28233605)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\ndf"}|0x293dc5d2
22:57:24.0 (28236366)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"asdfas;\ndfa"
22:57:24.0 (28240283)|VARIABLE_ASSIGNMENT|[3]|this.outputString|"asdfas;\ndfa"|0x293dc5d2
22:57:24.0 (28244110)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (28248584)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (28252214)|STATEMENT_EXECUTE|[16]
22:57:24.0 (28253411)|HEAP_ALLOCATE|[14]|Bytes:4
22:57:24.0 (28255998)|VARIABLE_ASSIGNMENT|[14]|i|10
22:57:24.0 (28261364)|STATEMENT_EXECUTE|[14]
22:57:24.0 (28262472)|STATEMENT_EXECUTE|[15]
22:57:24.0 (28271884)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\ndfa"}|0x293dc5d2
22:57:24.0 (28276502)|HEAP_ALLOCATE|[15]|Bytes:1
22:57:24.0 (28279139)|HEAP_ALLOCATE|[15]|Bytes:12
22:57:24.0 (28288123)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\ndfa"}|0x293dc5d2
22:57:24.0 (28290927)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"asdfas;\ndfa{"
22:57:24.0 (28294494)|VARIABLE_ASSIGNMENT|[3]|this.outputString|"asdfas;\ndfa{"|0x293dc5d2
22:57:24.0 (28298468)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (28303140)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (28306917)|STATEMENT_EXECUTE|[16]
22:57:24.0 (28307803)|STATEMENT_EXECUTE|[17]
22:57:24.0 (28310486)|METHOD_ENTRY|[17]|01p6A000003fOZX|IndentationCheckerController.addEnter()
22:57:24.0 (28312579)|VARIABLE_SCOPE_BEGIN|[26]|this|IndentationCheckerController|true|false
22:57:24.0 (28321535)|VARIABLE_ASSIGNMENT|[26]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\ndfa{"}|0x293dc5d2
22:57:24.0 (28324124)|STATEMENT_EXECUTE|[26]
22:57:24.0 (28325100)|STATEMENT_EXECUTE|[27]
22:57:24.0 (28338199)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\ndfa{"}|0x293dc5d2
22:57:24.0 (28344398)|HEAP_ALLOCATE|[27]|Bytes:13
22:57:24.0 (28347156)|METHOD_EXIT|[17]|01p6A000003fOZX|IndentationCheckerController.addEnter()
22:57:24.0 (28357220)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\ndfa{"}|0x293dc5d2
22:57:24.0 (28360245)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"asdfas;\ndfa{\n"
22:57:24.0 (28363865)|VARIABLE_ASSIGNMENT|[3]|this.outputString|"asdfas;\ndfa{\n"|0x293dc5d2
22:57:24.0 (28367386)|HEAP_ALLOCATE|[14]|Bytes:4
22:57:24.0 (28370120)|VARIABLE_ASSIGNMENT|[14]|i|11
22:57:24.0 (28376287)|STATEMENT_EXECUTE|[14]
22:57:24.0 (28377307)|STATEMENT_EXECUTE|[15]
22:57:24.0 (28386374)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\ndfa{\n"}|0x293dc5d2
22:57:24.0 (28390884)|HEAP_ALLOCATE|[15]|Bytes:1
22:57:24.0 (28393513)|HEAP_ALLOCATE|[15]|Bytes:14
22:57:24.0 (28402750)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\ndfa{\n"}|0x293dc5d2
22:57:24.0 (28405722)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"asdfas;\ndfa{\ns"
22:57:24.0 (28409163)|VARIABLE_ASSIGNMENT|[3]|this.outputString|"asdfas;\ndfa{\ns"|0x293dc5d2
22:57:24.0 (28413061)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (28417965)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (28421531)|STATEMENT_EXECUTE|[16]
22:57:24.0 (28422728)|HEAP_ALLOCATE|[14]|Bytes:4
22:57:24.0 (28425383)|VARIABLE_ASSIGNMENT|[14]|i|12
22:57:24.0 (28430616)|STATEMENT_EXECUTE|[14]
22:57:24.0 (28431546)|STATEMENT_EXECUTE|[15]
22:57:24.0 (28441037)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\ndfa{\ns"}|0x293dc5d2
22:57:24.0 (28445528)|HEAP_ALLOCATE|[15]|Bytes:1
22:57:24.0 (28448155)|HEAP_ALLOCATE|[15]|Bytes:15
22:57:24.0 (28456940)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"chars":"0x4cdf22da","inputString":"asdfas;dfa{sd","outputString":"asdfas;\ndfa{\ns"}|0x293dc5d2
22:57:24.0 (28459845)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"asdfas;\ndfa{\nsd"
22:57:24.0 (28463314)|VARIABLE_ASSIGNMENT|[3]|this.outputString|"asdfas;\ndfa{\nsd"|0x293dc5d2
22:57:24.0 (28467173)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (28471720)|HEAP_ALLOCATE|[16]|Bytes:1
22:57:24.0 (28475128)|STATEMENT_EXECUTE|[16]
22:57:24.0 (28476324)|HEAP_ALLOCATE|[14]|Bytes:4
22:57:24.0 (28478933)|VARIABLE_ASSIGNMENT|[14]|i|13
22:57:24.0 (28484617)|STATEMENT_EXECUTE|[24]
22:57:24.0 (30326048)|SYSTEM_MODE_ENTER|true
22:57:24.0 (31022371)|SYSTEM_MODE_ENTER|true
22:57:24.0 (31221356)|VF_SERIALIZE_VIEWSTATE_BEGIN|0666A000001DsPC
22:57:24.0 (32467949)|VF_SERIALIZE_VIEWSTATE_END
22:57:24.33 (33927739)|CUMULATIVE_LIMIT_USAGE
22:57:24.33 (33927739)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

22:57:24.33 (33927739)|CUMULATIVE_LIMIT_USAGE_END

22:57:24.0 (33954993)|CODE_UNIT_FINISHED|VF: /apex/IndentationChecker
22:57:24.0 (34689985)|EXECUTION_FINISHED
